item_id,item_numeric_id,subset,language,raw_margin,cbc_margin,raw_correct,cbc_correct
alpacaeval-easy::341,341,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::564,564,alpacaeval-easy,hin_Deva,2.6,2.6,1.0,1.0
alpacaeval-easy::60,60,alpacaeval-easy,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-easy::590,590,alpacaeval-easy,hin_Deva,0.6,0.6000000000000001,1.0,1.0
alpacaeval-easy::228,228,alpacaeval-easy,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-easy::172,172,alpacaeval-easy,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-easy::8,8,alpacaeval-easy,hin_Deva,2.4,2.4,1.0,1.0
alpacaeval-easy::494,494,alpacaeval-easy,hin_Deva,0.0,4.4408920985006264e-17,0.0,1.0
alpacaeval-easy::616,616,alpacaeval-easy,hin_Deva,1.2,1.1999999999999997,1.0,1.0
alpacaeval-easy::410,410,alpacaeval-easy,hin_Deva,0.0,8.881784197001253e-17,0.0,1.0
alpacaeval-easy::565,565,alpacaeval-easy,hin_Deva,2.0,2.0,1.0,1.0
alpacaeval-easy::640,640,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::658,658,alpacaeval-easy,hin_Deva,0.0,8.881784197001253e-17,0.0,1.0
alpacaeval-easy::435,435,alpacaeval-easy,hin_Deva,1.8,1.8,1.0,1.0
alpacaeval-easy::195,195,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::467,467,alpacaeval-easy,hin_Deva,0.6,0.6000000000000001,1.0,1.0
alpacaeval-easy::353,353,alpacaeval-easy,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-easy::610,610,alpacaeval-easy,hin_Deva,0.6,0.6000000000000001,1.0,1.0
alpacaeval-easy::497,497,alpacaeval-easy,hin_Deva,0.0,5.551115123125783e-17,0.0,1.0
alpacaeval-easy::279,279,alpacaeval-easy,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-easy::379,379,alpacaeval-easy,hin_Deva,1.0,1.0,1.0,1.0
alpacaeval-easy::158,158,alpacaeval-easy,hin_Deva,0.6,0.6,1.0,1.0
alpacaeval-easy::772,772,alpacaeval-easy,hin_Deva,2.4,2.4,1.0,1.0
alpacaeval-easy::738,738,alpacaeval-easy,hin_Deva,0.6,0.6,1.0,1.0
alpacaeval-easy::444,444,alpacaeval-easy,hin_Deva,3.2,3.2,1.0,1.0
alpacaeval-easy::607,607,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::418,418,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::280,280,alpacaeval-easy,hin_Deva,2.6,2.6,1.0,1.0
alpacaeval-easy::664,664,alpacaeval-easy,hin_Deva,0.0,5.551115123125783e-17,0.0,1.0
alpacaeval-easy::466,466,alpacaeval-easy,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-easy::722,722,alpacaeval-easy,hin_Deva,1.2,1.2,1.0,1.0
alpacaeval-easy::99,99,alpacaeval-easy,hin_Deva,0.0,6.661338147750939e-17,0.0,1.0
alpacaeval-easy::422,422,alpacaeval-easy,hin_Deva,2.2,2.2,1.0,1.0
alpacaeval-easy::659,659,alpacaeval-easy,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-easy::327,327,alpacaeval-easy,hin_Deva,2.2,2.2,1.0,1.0
alpacaeval-easy::455,455,alpacaeval-easy,hin_Deva,-0.2,-0.19999999999999996,0.0,0.0
alpacaeval-easy::210,210,alpacaeval-easy,hin_Deva,0.2,0.20000000000000004,1.0,1.0
alpacaeval-easy::261,261,alpacaeval-easy,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-easy::523,523,alpacaeval-easy,hin_Deva,0.4,0.4,1.0,1.0
alpacaeval-easy::399,399,alpacaeval-easy,hin_Deva,2.4,2.4,1.0,1.0
alpacaeval-easy::721,721,alpacaeval-easy,hin_Deva,1.6,1.6,1.0,1.0
alpacaeval-easy::424,424,alpacaeval-easy,hin_Deva,-0.2,-0.19999999999999996,0.0,0.0
alpacaeval-easy::602,602,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-easy::465,465,alpacaeval-easy,hin_Deva,1.0,1.0,1.0,1.0
alpacaeval-easy::96,96,alpacaeval-easy,hin_Deva,0.2,0.2000000000000001,1.0,1.0
alpacaeval-easy::690,690,alpacaeval-easy,hin_Deva,0.2,0.20000000000000004,1.0,1.0
alpacaeval-easy::242,242,alpacaeval-easy,hin_Deva,2.8,2.8,1.0,1.0
alpacaeval-easy::687,687,alpacaeval-easy,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-hard::1157,1157,alpacaeval-hard,hin_Deva,1.0,1.0,1.0,1.0
alpacaeval-hard::1200,1200,alpacaeval-hard,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-hard::1208,1208,alpacaeval-hard,hin_Deva,2.0,2.0,1.0,1.0
alpacaeval-hard::1364,1364,alpacaeval-hard,hin_Deva,0.6,0.6000000000000001,1.0,1.0
alpacaeval-hard::1316,1316,alpacaeval-hard,hin_Deva,-3.0,-3.0,0.0,0.0
alpacaeval-hard::1486,1486,alpacaeval-hard,hin_Deva,-1.8,-1.8,0.0,0.0
alpacaeval-hard::1353,1353,alpacaeval-hard,hin_Deva,2.0,2.0,1.0,1.0
alpacaeval-hard::1366,1366,alpacaeval-hard,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-hard::1118,1118,alpacaeval-hard,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-hard::1044,1044,alpacaeval-hard,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-hard::1031,1031,alpacaeval-hard,hin_Deva,1.0,1.0,1.0,1.0
alpacaeval-hard::1392,1392,alpacaeval-hard,hin_Deva,2.0,2.0,1.0,1.0
alpacaeval-hard::830,830,alpacaeval-hard,hin_Deva,2.4,2.4,1.0,1.0
alpacaeval-hard::1321,1321,alpacaeval-hard,hin_Deva,0.0,5.551115123125783e-17,0.0,1.0
alpacaeval-hard::1048,1048,alpacaeval-hard,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-hard::1433,1433,alpacaeval-hard,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-hard::936,936,alpacaeval-hard,hin_Deva,0.8,0.8,1.0,1.0
alpacaeval-hard::1140,1140,alpacaeval-hard,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-hard::1254,1254,alpacaeval-hard,hin_Deva,0.4,0.4000000000000001,1.0,1.0
alpacaeval-hard::1343,1343,alpacaeval-hard,hin_Deva,0.2,0.2000000000000001,1.0,1.0
alpacaeval-hard::1318,1318,alpacaeval-hard,hin_Deva,1.4,1.4,1.0,1.0
alpacaeval-hard::1331,1331,alpacaeval-hard,hin_Deva,1.2,1.2,1.0,1.0
alpacaeval-hard::1236,1236,alpacaeval-hard,hin_Deva,1.8,1.8,1.0,1.0
alpacaeval-hard::952,952,alpacaeval-hard,hin_Deva,0.6,0.6000000000000001,1.0,1.0
alpacaeval-hard::953,953,alpacaeval-hard,hin_Deva,0.2,0.2000000000000001,1.0,1.0
alpacaeval-hard::1385,1385,alpacaeval-hard,hin_Deva,2.0,2.0,1.0,1.0
